
Title,Date
"Community: Temporada 2: “Epidemiology”","21/09/2020"
"Community: Temporada 2: “Messianic Myths and Ancient Peoples”","21/09/2020"
"Community: Temporada 2: Basic Rocket Science","21/09/2020"
"Community: Temporada 2: “The Psychology of Letting Go","21/09/2020"
"Community: Temporada 2: “Accounting for Lawyers”","21/09/2020"
"Community: Temporada 2: Anthropology 101","21/09/2020"
"Community: 1ª temporada: Pascal's Triangle Revisited","21/09/2020"
"Community: 1ª temporada: English as a Second Language","21/09/2020"
"Community: 1ª temporada: Modern Warfare","20/09/2020"
"Community: 1ª temporada: The Art of Discourse","20/09/2020"
"Community: 1ª temporada: Contemporary American Poultry","20/09/2020"
"Community: 1ª temporada: The Science of Illusion","20/09/2020"
"Community: 1ª temporada: Beginner Pottery","20/09/2020"
"Community: 1ª temporada: Basic Genealogy","20/09/2020"
"Community: 1ª temporada: Physical Education","20/09/2020"
"Ratched: Temporada 1: Picador de gelo","20/09/2020"
"Community: 1ª temporada: Communication Studies","20/09/2020"
"Community: 1ª temporada: Romantic Expressionism","19/09/2020"
"Community: 1ª temporada: Interpretive Dance","19/09/2020"
"Ratched: Temporada 1: Piloto","18/09/2020"
"Community: 1ª temporada: Investigative Journalism","18/09/2020"
"Community: 1ª temporada: Comparative Religion","18/09/2020"
"Community: 1ª temporada: The Politics of Human Sexuality","15/09/2020"
"Community: 1ª temporada: Environmental Science","15/09/2020"
"Community: 1ª temporada: Debate 109","15/09/2020"
"Community: 1ª temporada: Home Economics","14/09/2020"
"Community: 1ª temporada: Introduction to Statistics","14/09/2020"
"Love, Death & Robots: Volume 1: PROTEÇÃO CONTRA ALIENÍGENAS","11/09/2020"
"O Dilema das Redes","10/09/2020"
"A Babá: Rainha da Morte","10/09/2020"
"Cobra Kai: Temporada 2: Sem compaixão","09/09/2020"
"Cobra Kai: Temporada 2: Polvo","09/09/2020"
"Cobra Kai: Temporada 2: A vez do amor","09/09/2020"
"Cobra Kai: Temporada 2: Trégua","09/09/2020"
"Cobra Kai: Temporada 2: Vire à direita","09/09/2020"
"Cobra Kai: Temporada 2: Vai com tudo","09/09/2020"
"Cobra Kai: Temporada 2: Momento da verdade","09/09/2020"
"Cobra Kai: Temporada 2: Fogo e gelo","09/09/2020"
"Cobra Kai: Temporada 2: Em busca do equilíbrio","09/09/2020"
"Cobra Kai: Temporada 2: Compaixão – Parte 2","09/09/2020"
"Cobra Kai: Temporada 1: Compaixão – Parte 1","09/09/2020"
"Cobra Kai: Temporada 1: Diferentes, mas iguais","09/09/2020"
"Cobra Kai: Temporada 1: Transformação","08/09/2020"
"Cobra Kai: Temporada 1: A competição","08/09/2020"
"Cobra Kai: Temporada 1: Alunos novos","08/09/2020"
"Cobra Kai: Temporada 1: Contrapeso","08/09/2020"
"Cobra Kai: Temporada 1: Cobra Kai para sempre","08/09/2020"
"Cobra Kai: Temporada 1: Esqueleto","08/09/2020"
"Cobra Kai: Temporada 1: Acerte primeiro","08/09/2020"
"Cobra Kai: Temporada 1: Degenerado","08/09/2020"
"#Alive","08/09/2020"
"Galinha Pintadinha: 4ª temporada: Volume 4","06/09/2020"
"Blue Exorcist: Gufu","06/09/2020"
"Black Mirror: Temporada 5: Smithereens","05/09/2020"
"Freaks - Um de Nós","02/09/2020"
"Além da Morte","02/09/2020"
"Great Pretender: Temporada 1: Caso 3.4 – Neve de Londres","01/09/2020"
"Great Pretender: Temporada 1: Caso 3.3 – Neve de Londres","01/09/2020"
"Great Pretender: Temporada 1: Caso 3.2 – Neve de Londres","01/09/2020"
"Great Pretender: Temporada 1: Caso 3.1 – Neve de Londres","01/09/2020"
"Great Pretender: Temporada 1: Caso 2.5 – Céu de Singapura","31/08/2020"
"Great Pretender: Temporada 1: Caso 2.4 – Céu de Singapura","30/08/2020"
"Great Pretender: Temporada 1: Caso 2.3 – Céu de Singapura","30/08/2020"
"Great Pretender: Temporada 1: Caso 2.2 – Céu de Singapura","30/08/2020"
"Great Pretender: Temporada 1: Caso 2.1 – Céu de Singapura","29/08/2020"
"Great Pretender: Temporada 1: Caso 1.5 – Juntos em Los Angeles","29/08/2020"
"Great Pretender: Temporada 1: Caso 1.4 – Juntos em Los Angeles","29/08/2020"
"Great Pretender: Temporada 1: Caso 1.3 –Juntos em Los Angeles","29/08/2020"
"Great Pretender: Temporada 1: Caso 1.2 – Juntos em Los Angeles","28/08/2020"
"Great Pretender: Temporada 1: Caso 1.1 – Juntos em Los Angeles","28/08/2020"
"Fate/Zero: Temporada 1: Amo e lacaio","25/08/2020"
"Mundo Bita - Bita e o Nosso Mundo","22/08/2020"
"Bita e os Animais","22/08/2020"
"The Seven Deadly Sins: Ira Imperial dos Deuses: Despertar da Guerra Santa","20/08/2020"
"The Seven Deadly Sins: Ira Imperial dos Deuses: Filho da esperança","19/08/2020"
"The Seven Deadly Sins: Ira Imperial dos Deuses: Aliados na Guerra Santa","19/08/2020"
"The Seven Deadly Sins: Ira Imperial dos Deuses: Quando os santos entram marchando","19/08/2020"
"A Caverna","19/08/2020"
"The Seven Deadly Sins: Ira Imperial dos Deuses: Nossa escolha","18/08/2020"
"The Seven Deadly Sins: Ira Imperial dos Deuses: Fim dos Sete Pecados Capitais","18/08/2020"
"The Seven Deadly Sins: Ira Imperial dos Deuses: Pelo capitão","18/08/2020"
"The Seven Deadly Sins: Ira Imperial dos Deuses: Uma nova ameaça","18/08/2020"
"The Seven Deadly Sins: Ira Imperial dos Deuses: O homem mais forte contra o mais sombrio","18/08/2020"
"The Seven Deadly Sins: Ira Imperial dos Deuses: Amor é um poder de donzela","17/08/2020"
"The Seven Deadly Sins: Ira Imperial dos Deuses: O ódio não pode descansar","17/08/2020"
"The Seven Deadly Sins: Ira Imperial dos Deuses: A vida que vivemos","16/08/2020"
"The Seven Deadly Sins: Ira Imperial dos Deuses: A luz que repele a escuridão","16/08/2020"
"Power","15/08/2020"
"The Umbrella Academy: Temporada 2: Procurados","14/08/2020"
"The Umbrella Academy: Temporada 2: 743","14/08/2020"
"The Umbrella Academy: Temporada 2: Os sete estágios","14/08/2020"
"The Umbrella Academy: Temporada 2: Oga Foroga","14/08/2020"
"The Umbrella Academy: Temporada 2: Refeição leve","14/08/2020"
"The Umbrella Academy: Temporada 2: Valhala","14/08/2020"
"The Umbrella Academy: Temporada 2: Os Doze Majestosos","14/08/2020"
"The Umbrella Academy: Temporada 2: Rastros","14/08/2020"
"The Umbrella Academy: Temporada 2: O vídeo dos Frankel","14/08/2020"
"The Umbrella Academy: Temporada 2: De volta ao início","14/08/2020"
"The Umbrella Academy: Temporada 1: O violino branco","14/08/2020"
"The Umbrella Academy: Temporada 1: Mudanças","14/08/2020"
"The Umbrella Academy: Temporada 1: Ouvi um boato","13/08/2020"
"The Umbrella Academy: Temporada 1: O dia que aconteceu","13/08/2020"
"The Umbrella Academy: Temporada 1: O dia que não aconteceu","13/08/2020"
"The Umbrella Academy: Temporada 1: Número Cinco","13/08/2020"
"The Umbrella Academy: Temporada 1: Sentado na Lua","13/08/2020"
"The Umbrella Academy: Temporada 1: Comum (só que não)","12/08/2020"
"The Umbrella Academy: Temporada 1: Corre, cara, corre","12/08/2020"
"The Umbrella Academy: Temporada 1: A gente só se encontra em casamentos e funerais","12/08/2020"
"Cursed - A Lenda do Lago: Temporada 1: O sacrifício","11/08/2020"
"Cursed - A Lenda do Lago: Temporada 1: Venenos","11/08/2020"
"Cursed - A Lenda do Lago: Temporada 1: A Rainha Feérica","11/08/2020"
"Cursed - A Lenda do Lago: Temporada 1: Traga-nos boa cerveja","11/08/2020"
"Cursed - A Lenda do Lago: Temporada 1: Festa e Moreii","11/08/2020"
"Cursed - A Lenda do Lago: Temporada 1: O casamento","11/08/2020"
"Cursed - A Lenda do Lago: Temporada 1: Lago de sangue","11/08/2020"
"Cursed - A Lenda do Lago: Temporada 1: Isolada","11/08/2020"
"Cursed - A Lenda do Lago: Temporada 1: Amaldiçoada","11/08/2020"
"Cursed - A Lenda do Lago: Temporada 1: Nimue","11/08/2020"
"Unbreakable Kimmy Schmidt: Kimmy x Reverendo","11/08/2020"
"The Rain: Temporada 3: Isso também vai passar","08/08/2020"
"The Rain: Temporada 3: Ame-se","08/08/2020"
"The Rain: Temporada 3: Seja a mudança que você quer no mundo","07/08/2020"
"The Rain: Temporada 3: Força!","07/08/2020"
"The Rain: Temporada 3: Esperança","07/08/2020"
"The Rain: Temporada 3: Não desista","07/08/2020"
"Em Ritmo de Fuga","29/07/2020"
"Okja","27/07/2020"
"After Life - Vocês vão ter de me engolir: Temporada 2: Episódio 6","24/07/2020"
"After Life - Vocês vão ter de me engolir: Temporada 2: Episódio 5","24/07/2020"
"After Life - Vocês vão ter de me engolir: Temporada 2: Episódio 4","21/07/2020"
"After Life - Vocês vão ter de me engolir: Temporada 2: Episódio 3","21/07/2020"
"Ergo Proxy: Temporada 1: Despertar","16/07/2020"
"Space Force: Temporada 1: Habitat lunar","13/07/2020"
"Space Force: Temporada 1: Mark e Mallory vão a Washington","13/07/2020"
"Tabula Rasa: Temporada 1: Houdini","12/07/2020"
"Tabula Rasa: Temporada 1: Spectre","12/07/2020"
"2020 - Japão Submerso: Temporada 1: Ressurreição","10/07/2020"
"2020 - Japão Submerso: Temporada 1: O Japão afunda","10/07/2020"
"2020 - Japão Submerso: Temporada 1: O segredo de mamãe","10/07/2020"
"2020 - Japão Submerso: Temporada 1: O amanhecer","10/07/2020"
"2020 - Japão Submerso: Temporada 1: Previsões","10/07/2020"
"2020 - Japão Submerso: Temporada 1: Ilusão","10/07/2020"
"2020 - Japão Submerso: Temporada 1: Uma porta aberta","10/07/2020"
"2020 - Japão Submerso: Temporada 1: Nova esperança","10/07/2020"
"2020 - Japão Submerso: Temporada 1: Adeus, Tóquio","10/07/2020"
"2020 - Japão Submerso: Temporada 1: O início do fim","10/07/2020"
"Dark: Temporada 3: O paraíso","10/07/2020"
"Dark: Temporada 3: Entretempo","10/07/2020"
"Ligeiramente Grávidos","09/07/2020"
"Dark: Temporada 3: Luz e sombra","08/07/2020"
"O Grito - Origens: Temporada 1: Episódio 2","08/07/2020"
"O Grito - Origens: Temporada 1: Episódio 1","08/07/2020"
"Dorohedoro: Temporada 1: Episódio 1","03/07/2020"
"Warrior Nun: Temporada 1: Salmos 46:5","02/07/2020"
"After Life - Vocês vão ter de me engolir: Temporada 2: Episódio 2","01/07/2020"
"After Life - Vocês vão ter de me engolir: Temporada 2: Episódio 1","01/07/2020"
"Space Force: Temporada 1: Salvando o Epsilon 6!","01/07/2020"
"Dark: Temporada 2: Os viajantes","25/06/2020"
"Dark: Temporada 2: Fantasmas","25/06/2020"
"Dark: Temporada 2: Matéria escura","24/06/2020"
"Dark: Temporada 2: Começos e fins","24/06/2020"
"Maniac: Minissérie: Utangátta","21/06/2020"
"O Último Dragão: Temporada 2: Episódio 44","19/06/2020"
"O Último Dragão: Temporada 2: Episódio 43","18/06/2020"
"O Último Dragão: Temporada 2: Episódio 42","18/06/2020"
"O Último Dragão: Temporada 2: Episódio 41","18/06/2020"
"O Último Dragão: Temporada 2: Episódio 40","17/06/2020"
"O Último Dragão: Temporada 2: Episódio 39","17/06/2020"
"O Último Dragão: Temporada 2: Episódio 38","17/06/2020"
"O Último Dragão: Temporada 2: Episódio 37","17/06/2020"
"O Último Dragão: Temporada 2: Episódio 36","17/06/2020"
"O Último Dragão: Temporada 2: Episódio 35","17/06/2020"
"O Último Dragão: Temporada 2: Episódio 34","17/06/2020"
"O Último Dragão: Temporada 2: Episódio 33","17/06/2020"
"O Último Dragão: Temporada 2: Episódio 32","17/06/2020"
"O Último Dragão: Temporada 2: Episódio 31","17/06/2020"
"O Último Dragão: Temporada 2: Episódio 30","17/06/2020"
"O Último Dragão: Temporada 2: Episódio 29","17/06/2020"
"O Último Dragão: Temporada 2: Episódio 28","17/06/2020"
"O Último Dragão: Temporada 2: Episódio 27","17/06/2020"
"O Último Dragão: Temporada 2: Episódio 26","17/06/2020"
"O Último Dragão: Temporada 2: Episódio 25","16/06/2020"
"Maniac: Minissérie: O Lago das Nuvens","16/06/2020"
"O Último Dragão: Temporada 2: Episódio 24","16/06/2020"
"Maniac: Minissérie: Isto não é uma furadeira","16/06/2020"
"O Último Dragão: Temporada 2: Episódio 23","16/06/2020"
"Curon: Temporada 1: O lago","16/06/2020"
"O Último Dragão: Temporada 2: Episódio 22","15/06/2020"
"O Último Dragão: Temporada 2: Episódio 21","15/06/2020"
"O Último Dragão: Temporada 2: Episódio 20","15/06/2020"
"O Último Dragão: Temporada 2: Episódio 19","15/06/2020"
"O Último Dragão: Temporada 2: Episódio 18","15/06/2020"
"O Último Dragão: Temporada 2: Episódio 17","15/06/2020"
"O Último Dragão: Temporada 2: Episódio 16","15/06/2020"
"O Último Dragão: Temporada 2: Episódio 15","15/06/2020"
"O Último Dragão: Temporada 2: Episódio 14","15/06/2020"
"O Último Dragão: Temporada 2: Episódio 13","15/06/2020"
"O Último Dragão: Temporada 2: Episódio 12","15/06/2020"
"Reality Z: Temporada 1: Olimpo","11/06/2020"
"After Life - Vocês vão ter de me engolir: Temporada 1: Episódio 6","07/06/2020"
"After Life - Vocês vão ter de me engolir: Temporada 1: Episódio 5","07/06/2020"
"After Life - Vocês vão ter de me engolir: Temporada 1: Episódio 4","07/06/2020"
"O Último Dragão: Temporada 2: Episódio 11","06/06/2020"
"O Último Dragão: Temporada 2: Episódio 10","06/06/2020"
"O Último Dragão: Temporada 2: Episódio 9","05/06/2020"
"O Último Dragão: Temporada 2: Episódio 8","05/06/2020"
"O Último Dragão: Temporada 2: Episódio 7","05/06/2020"
"O Último Dragão: Temporada 2: Episódio 6","05/06/2020"
"O Último Dragão: Temporada 2: Episódio 5","05/06/2020"
"O Último Dragão: Temporada 2: Episódio 4","05/06/2020"
"Space Force: Temporada 1: O lançamento","05/06/2020"
"O Último Dragão: Temporada 2: Episódio 3","05/06/2020"
"O Último Dragão: Temporada 2: Episódio 2","05/06/2020"
"O Último Dragão: Temporada 2: Episódio 1","05/06/2020"
"O Último Dragão: Temporada 1: Episódio 38","05/06/2020"
"O Último Dragão: Temporada 1: Episódio 37","05/06/2020"
"Baki - O Campeão: Temporada 1: Parte 2: Pai!","05/06/2020"
"O Último Dragão: Temporada 1: Episódio 36","04/06/2020"
"O Último Dragão: Temporada 1: Episódio 35","04/06/2020"
"O Último Dragão: Temporada 1: Episódio 34","04/06/2020"
"Maniac: Minissérie: Sérios problemas de estrutura","04/06/2020"
"O Último Dragão: Temporada 1: Episódio 33","04/06/2020"
"O Último Dragão: Temporada 1: Episódio 32","04/06/2020"
"O Último Dragão: Temporada 1: Episódio 31","04/06/2020"
"O Último Dragão: Temporada 1: Episódio 30","04/06/2020"
"O Último Dragão: Temporada 1: Episódio 29","04/06/2020"
"O Último Dragão: Temporada 1: Episódio 28","04/06/2020"
"O Último Dragão: Temporada 1: Episódio 27","04/06/2020"
"O Último Dragão: Temporada 1: Episódio 26","03/06/2020"
"O Último Dragão: Temporada 1: Episódio 25","03/06/2020"
"O Último Dragão: Temporada 1: Episódio 24","03/06/2020"
"O Último Dragão: Temporada 1: Episódio 23","03/06/2020"
"O Último Dragão: Temporada 1: Episódio 22","03/06/2020"
"O Último Dragão: Temporada 1: Episódio 21","03/06/2020"
"O Último Dragão: Temporada 1: Episódio 20","03/06/2020"
"O Último Dragão: Temporada 1: Episódio 19","02/06/2020"
"O Último Dragão: Temporada 1: Episódio 18","02/06/2020"
"O Último Dragão: Temporada 1: Episódio 17","02/06/2020"
"O Último Dragão: Temporada 1: Episódio 16","02/06/2020"
"Dark: Temporada 1: Segredos","02/06/2020"
"O Último Dragão: Temporada 1: Episódio 15","02/06/2020"
"O Último Dragão: Temporada 1: Episódio 14","02/06/2020"
"O Último Dragão: Temporada 1: Episódio 13","02/06/2020"
"Ilha Do Medo","02/06/2020"
"O Último Dragão: Temporada 1: Episódio 12","02/06/2020"
"O Último Dragão: Temporada 1: Episódio 11","02/06/2020"
"O Último Dragão: Temporada 1: Episódio 10","02/06/2020"
"O Último Dragão: Temporada 1: Episódio 9","02/06/2020"
"O Último Dragão: Temporada 1: Episódio 8","02/06/2020"
"O Último Dragão: Temporada 1: Episódio 7","02/06/2020"
"O Último Dragão: Temporada 1: Episódio 6","01/06/2020"
"O Último Dragão: Temporada 1: Episódio 5","01/06/2020"
"O Último Dragão: Temporada 1: Episódio 4","01/06/2020"
"O Último Dragão: Temporada 1: Episódio 3","01/06/2020"
"O Último Dragão: Temporada 1: Episódio 2","01/06/2020"
"O Último Dragão: Temporada 1: Episódio 1","01/06/2020"
"O Show de Truman - O Show da Vida","01/06/2020"
"Maniac: Minissérie: Exatamente como você","30/05/2020"
"Maniac: Minissérie: Peles do Sebastian","30/05/2020"
"Maniac: Minissérie: Um dia daqueles","28/05/2020"
"Maniac: Minissérie: Moinhos de vento","28/05/2020"
"Maniac: Minissérie: O escolhido","28/05/2020"
"Baywatch","27/05/2020"
"Love, Death & Robots: Volume 1: ERA DO GELO","26/05/2020"
"After Life - Vocês vão ter de me engolir: Temporada 1: Episódio 3","23/05/2020"
"After Life - Vocês vão ter de me engolir: Temporada 1: Episódio 2","23/05/2020"
"After Life - Vocês vão ter de me engolir: Temporada 1: Episódio 1","23/05/2020"
"Rick and Morty: Temporada 1: Cãortador de grama","19/05/2020"
"Rick and Morty: Temporada 1: Piloto","19/05/2020"
"American Crime Story: Temporada 1: O veredito","19/05/2020"
"American Crime Story: Temporada 1: Bênção dos céus","19/05/2020"
"American Crime Story: Temporada 1: Um júri na cadeia","19/05/2020"
"American Crime Story: Temporada 1: Teorias da conspiração","19/05/2020"
"American Crime Story: Temporada 1: Marcia, Marcia, Marcia","19/05/2020"
"American Crime Story: Temporada 1: A questão racial","19/05/2020"
"American Crime Story: Temporada 1: 100% inocente","19/05/2020"
"Rick and Morty: Temporada 4: Rattlestar Ricklactica","18/05/2020"
"Rick and Morty: Temporada 3: Rick Pepino","18/05/2020"
"Parasyte: The Maxim: Temporada 1: Monstros parasitas","18/05/2020"
"Parasyte: The Maxim: Temporada 1: Vida e votos","18/05/2020"
"Parasyte: The Maxim: Temporada 1: Repouso e despertar","18/05/2020"
"Parasyte: The Maxim: Temporada 1: Sexo e espírito","17/05/2020"
"Parasyte: The Maxim: Temporada 1: Crime e castigo","17/05/2020"
"Parasyte: The Maxim: Temporada 1: A sangue frio","17/05/2020"
"Parasyte: The Maxim: Temporada 1: Mais que humanos","17/05/2020"
"Parasyte: The Maxim: Temporada 1: O detetive moribundo","17/05/2020"
"Parasyte: The Maxim: Temporada 1: Uma família feliz","17/05/2020"
"Parasyte: The Maxim: Temporada 1: Algo sinistro vem por aí","17/05/2020"
"Parasyte: The Maxim: Temporada 1: O gene egoísta","17/05/2020"
"Parasyte: The Maxim: Temporada 1: Bom dia, tristeza","17/05/2020"
"Parasyte: The Maxim: Temporada 1: Kokoro","17/05/2020"
"Parasyte: The Maxim: Temporada 1: O pássaro azul","17/05/2020"
"Parasyte: The Maxim: Temporada 1: Loucura do universo","16/05/2020"
"Parasyte: The Maxim: Temporada 1: Além do bem e do mal","16/05/2020"
"Parasyte: The Maxim: Temporada 1: Ponto de congelamento","16/05/2020"
"Parasyte: The Maxim: Temporada 1: Trajetória em noite escura","16/05/2020"
"Parasyte: The Maxim: Temporada 1: O sol também se levanta","16/05/2020"
"Parasyte: The Maxim: Temporada 1: O estrangeiro","16/05/2020"
"Parasyte: The Maxim: Temporada 1: Cabelo embaraçado","16/05/2020"
"Parasyte: The Maxim: Temporada 1: O banquete","16/05/2020"
"Parasyte: The Maxim: Temporada 1: O diabo no corpo","16/05/2020"
"Parasyte: The Maxim: Temporada 1: A metamorfose","16/05/2020"
"Arremesso Final: Temporada 1: Episódio 1","14/05/2020"
"Quando as Cigarras Choram: When They Cry: Levado pelo demônio – Capítulo 1: O começo","13/05/2020"
"Explicando - A Mente: Temporada 1: Memória","07/05/2020"
"Ao Cair da Noite","07/05/2020"
"The Midnight Gospel: Temporada 1: Vomita sorvete?","04/05/2020"
"Noite Adentro: Temporada 1: Terenzio","03/05/2020"
"Noite Adentro: Temporada 1: Jakub","03/05/2020"
"Noite Adentro: Temporada 1: Sylvie","03/05/2020"
"Colony: Temporada 1: Piloto","27/04/2020"
"Hi Score Girl: Temporada 2: Round 17","27/04/2020"
"The Midnight Gospel: Temporada 1: Medite como Cristo","24/04/2020"
"The Midnight Gospel: Temporada 1: Malditos zumbis","24/04/2020"
"Better Call Saul: Temporada 5: Imperdoável","23/04/2020"
"Better Call Saul: Temporada 5: Estradas das más escolhas","23/04/2020"
"Better Call Saul: Temporada 5: A mula","23/04/2020"
"Better Call Saul: Temporada 5: JMM","23/04/2020"
"Better Call Saul: Temporada 5: Wexler contra Goodman","22/04/2020"
"Scott Pilgrim contra o mundo","22/04/2020"
"O Reino dos Gatos","21/04/2020"
"Community: 1ª temporada: Football, Feminism and You","20/04/2020"
"Community: 1ª temporada: Advanced Criminal Law","20/04/2020"
"Community: 1ª temporada: Social Psychology","20/04/2020"
"Kingdom: Temporada 1: Episódio 6","09/04/2020"
"Kingdom: Temporada 1: Episódio 5","09/04/2020"
"Kingdom: Temporada 1: Episódio 4","07/04/2020"
"Friends: Temporada 1: Aquele com o ultrassom no final","05/04/2020"
"Community: 1ª temporada: Introduction to Film","01/04/2020"
"Community: 1ª temporada: Spanish 101","01/04/2020"
"Community: 1ª temporada: Community","01/04/2020"
"7SEEDS: Parte 2: Pura beleza","31/03/2020"
"7SEEDS: Parte 2: Mais frio","31/03/2020"
"7SEEDS: Parte 2: Neve vira chuva","29/03/2020"
"7SEEDS: Parte 2: Crescimento","28/03/2020"
"F is for Family: Temporada 1: Mictório","28/03/2020"
"F is for Family: Temporada 1: Maldito sábado","28/03/2020"
"F is for Family: Temporada 1: Sangria sueca","28/03/2020"
"Não provoque: Temporada 1: Episódio 2","28/03/2020"
"Não provoque: Temporada 1: Episódio 1","28/03/2020"
"7SEEDS: Parte 2: Menos frio","28/03/2020"
"7SEEDS: Parte 2: O inverno começa","28/03/2020"
"7SEEDS: Parte 2: Geada","28/03/2020"
"7SEEDS: Parte 2: Equinócio da primavera","27/03/2020"
"7SEEDS: Parte 2: Equinócio do outono","26/03/2020"
"7SEEDS: Parte 2: Tempo de plantio","26/03/2020"
"7SEEDS: Parte 2: O verão começa","26/03/2020"
"7SEEDS: Parte 2: Vem o gelo","26/03/2020"
"Rick and Morty: Temporada 1: Contatos imediatos","26/03/2020"
"Rick and Morty: Temporada 2: Confusão em Little Sanchez","26/03/2020"
"Kingdom: Temporada 1: Episódio 3","25/03/2020"
"Kingdom: Temporada 1: Episódio 2","25/03/2020"
"Kingdom: Temporada 1: Episódio 1","25/03/2020"
"O Poço","25/03/2020"
"Freud: Temporada 1: Histeria","23/03/2020"
"The English Game: Temporada 1: Episódio 6","21/03/2020"
"The English Game: Temporada 1: Episódio 5","21/03/2020"
"Better Call Saul: Temporada 5: O cara certo","21/03/2020"
"Better Call Saul: Temporada 5: Namastê","21/03/2020"
"The English Game: Temporada 1: Episódio 4","21/03/2020"
"The English Game: Temporada 1: Episódio 3","21/03/2020"
"The English Game: Temporada 1: Episódio 2","21/03/2020"
"The English Game: Temporada 1: Episódio 1","21/03/2020"
"Better Call Saul: Temporada 5: Dedicado ao Max","18/03/2020"
"Você: Temporada 2: Simplesmente Love","17/03/2020"
"Você: Temporada 2: Joe detetive","15/03/2020"
"Você: Temporada 2: Medo e delírio em Beverly Hills","15/03/2020"
"Você: Temporada 2: Crise ex-istencial","15/03/2020"
"Você: Temporada 2: Adeus, gatinha","15/03/2020"
"Você: Temporada 2: Bom final de semana de bem-estar, Joe!","15/03/2020"
"Você: Temporada 2: O bom, o mau e o Hendy","15/03/2020"
"Você: Temporada 2: Para que servem os amigos?","14/03/2020"
"Coletivo Terror: Temporada 1: Um grande sacrifício","14/03/2020"
"Você: Temporada 2: Só a ponta","13/03/2020"
"Você: Temporada 2: Recomeço","13/03/2020"
"I Am Not Okay With This: Temporada 1: Segredo mais sombrio","27/02/2020"
"I Am Not Okay With This: Temporada 1: Tal pai, tal filha","27/02/2020"
"I Am Not Okay With This: Temporada 1: Mais um dia no paraíso","27/02/2020"
"I Am Not Okay With This: Temporada 1: Stan sabe","27/02/2020"
"I Am Not Okay With This: Temporada 1: A festa acabou","27/02/2020"
"I Am Not Okay With This: Temporada 1: O mestre de uma transa","27/02/2020"
"I Am Not Okay With This: Temporada 1: Querido diário...","27/02/2020"
"Better Call Saul: Temporada 5: 50% de desconto","25/02/2020"
"Better Call Saul: Temporada 5: Mago","25/02/2020"
"Não Fale com Estranhos: Minissérie: Episódio 1","21/02/2020"
"The Good Place: Temporada 4: Quando estiverem prontos","19/02/2020"
"Locke & Key: Temporada 1: Coroa das sombras","19/02/2020"
"The Good Place: Temporada 4: Patty","18/02/2020"
"The Good Place: Temporada 4: Segundas, não estou certo?","18/02/2020"
"Locke & Key: Temporada 1: Ecos","18/02/2020"
"Locke & Key: Temporada 1: Caneca especial","17/02/2020"
"Locke & Key: Temporada 1: Dissecação","15/02/2020"
"Locke & Key: Temporada 1: A porta preta","12/02/2020"
"Ares: Temporada 1: Episódio 1","10/02/2020"
"Locke & Key: Temporada 1: Árvore de lembranças","09/02/2020"
"Locke & Key: Temporada 1: Os guardiões das chaves","08/02/2020"
"Locke & Key: Temporada 1: Viajando","08/02/2020"
"Locke & Key: Temporada 1: Armadilha","08/02/2020"
"Locke & Key: Temporada 1: Bem-vindos a Matheson","08/02/2020"
"Ragnarok: Temporada 1: Ginnungagap","07/02/2020"
"Ragnarok: Temporada 1: Jutulheim","06/02/2020"
"Ragnarok: Temporada 1: 541 metros","04/02/2020"
"Ragnarok: Temporada 1: Novato","04/02/2020"
"Joias Brutas","04/02/2020"
"WHAT DID JACK DO?","26/01/2020"
"Transferências: Temporada 1: Episódio 1","21/01/2020"
"Cells at Work!: Cells At Work!: Pneumococos","16/01/2020"
"Friends: Temporada 1: Aquele onde tudo começou","15/01/2020"
"Suits: Temporada 4: Exposição","14/01/2020"
"Suits: Temporada 4: Terminamos","14/01/2020"
"Suits: Temporada 4: Litteralmente queimado","14/01/2020"
"O Vizinho: Temporada 1: Veio do espaço","10/01/2020"
"The Good Place: Temporada 4: Você mudou, cara","10/01/2020"
"Messiah: Temporada 1: O preço do pecado","09/01/2020"
"Messiah: Temporada 1: Deus é grande","09/01/2020"
"Messiah: Temporada 1: Força maior","08/01/2020"
"Messiah: Temporada 1: Eu crio enquanto falo","07/01/2020"
"Messiah: Temporada 1: Nem todos dormiremos","07/01/2020"
"Messiah: Temporada 1: Porque vendo, não veem","07/01/2020"
"Messiah: Temporada 1: Juízo","07/01/2020"
"Messiah: Temporada 1: O dedo de Deus","07/01/2020"
"Messiah: Temporada 1: Intifada","06/01/2020"
"Messiah: Temporada 1: Quem tem ouvidos","06/01/2020"
"That '70s Show: Temporada 8: Não é fácil deixar o lar","06/01/2020"
"The Ranch: Parte 1: Campeão","31/12/2019"
"That '70s Show: Temporada 8: Os medicamentos de Red","30/12/2019"
"That '70s Show: Temporada 8: Os novos vizinhos","29/12/2019"
"That '70s Show: Temporada 8: O terapeuta","29/12/2019"
"Feliz!: Temporada 2: ressurreição","29/12/2019"
"Feliz!: Temporada 2: uma isca de frango e uma arma","29/12/2019"
"A Cura","26/12/2019"
"That '70s Show: Temporada 8: Hora de se aposentar","25/12/2019"
"That '70s Show: Temporada 8: O anel de Kitty","25/12/2019"
"That '70s Show: Temporada 8: Pai e filho","25/12/2019"
"That '70s Show: Temporada 8: Namoro às escondidas","25/12/2019"
"That '70s Show: Temporada 8: Dia dos namorados","25/12/2019"
"BoJack Horseman: Temporada 1: Diga qualquer coisa","24/12/2019"
